Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
"pillai, banik and srinivasan repudiandae lite decor 3","pillai, banik",21407.24,4.3,9071,7764,163,home,decor,50,cloudtail india,True
"handa, mittal and yadav quae lite microwaves 15","handa, mittal",36946.35,3.1,1232,5879,1842,appliances,microwaves,8,flipkart assured,True
basu plc totam lite furniture 6,basu plc,22310.24,4.6,4161,4957,1118,home,furniture,0,homecare solutions,True
dugar-chowdhury hic lite refrigerators 5,dugar-chowdhury hic,77723.54,3.5,8351,4421,2069,appliances,refrigerators,0,homecare solutions,True
konda-thaman deserunt plus lighting 5,konda-thaman deserunt,32536.99,3.1,4498,6557,2932,home,lighting,52,cloudtail india,True
vyas-bala est ultra laptops 14,vyas-bala est,56642.34,4.2,3776,1620,142,electronics,laptops,0,flipkart assured,True
mandal ltd necessitatibus ultra kitchenware 13,mandal ltd,33819.03,4.8,9224,5544,2431,home,kitchenware,14,supercomnet,True
raju-dalia fugit lite shoes 1,raju-dalia fugit,10418.17,4.7,4768,7650,2084,fashion,shoes,59,mobilehub,True
"agate, banik and cheema totam plus kitchenware 7","agate, banik",11381.58,4.3,1985,6722,2049,home,kitchenware,28,mobilehub,True
thakkar group quibusdam plus jeans 3,thakkar group,46996.67,4.5,5537,7511,1503,fashion,jeans,0,mobilehub,True
nadkarni-hora fugiat lite refrigerators 1,nadkarni-hora fugiat,47083.67,4.2,7241,7207,1233,appliances,refrigerators,63,electroworld,True
saha-wason placeat ultra shoes 5,saha-wason placeat,40192.96,3.4,353,2268,710,fashion,shoes,0,electroworld,True
wali-hegde quis plus lighting 11,wali-hegde quis,5903.33,4.2,4960,8384,706,home,lighting,0,mobilehub,True
lal-tara earum ultra laptops 10,lal-tara earum,153789.11,3.6,5136,2223,224,electronics,laptops,25,retailnet,True
nanda-sami fugiat pro kitchenware 5,nanda-sami fugiat,22971.09,4.5,584,9107,696,home,kitchenware,30,retailnet,True
"gola, reddy and wali quis pro refrigerators 12","gola, reddy",35785.77,3.6,3326,9316,2080,appliances,refrigerators,47,mobilehub,True
garg-shetty ipsa ultra headphones 12,garg-shetty ipsa,47024.75,4.8,8246,2965,902,electronics,headphones,30,homecare solutions,True
bassi-seshadri odit plus acs 11,bassi-seshadri odit,10809.54,5.0,8702,7170,2440,appliances,acs,35,homecare solutions,True
sawhney plc perspiciatis ultra decor 4,sawhney plc,22648.82,4.9,7861,9486,766,home,decor,0,mobilehub,True
bajwa-mani et pro smartwatches 8,bajwa-mani et,47746.28,3.4,3513,271,4,electronics,smartwatches,41,supercomnet,True
wali-bahl quas plus refrigerators 13,wali-bahl quas,70897.24,3.2,7043,4026,249,appliances,refrigerators,0,mobilehub,True
"shetty, lata and kothari sed plus jeans 11","shetty, lata",40880.4,3.8,3286,8868,1951,fashion,jeans,0,retailnet,True
sampath-kala facilis pro kitchenware 7,sampath-kala facilis,19673.45,4.3,4708,2476,436,home,kitchenware,0,supercomnet,True
"tank, more and bakshi nam ultra lighting 12","tank, more",22556.09,4.8,686,110,0,home,lighting,49,flipkart assured,True
padmanabhan-jain corrupti pro headphones 14,padmanabhan-jain corrupti,45874.33,3.4,47,4476,622,electronics,headphones,38,retailnet,True
"arya, rege and bir mollitia lite furniture 7","arya, rege",12817.33,4.9,29,6435,1062,home,furniture,0,mobilehub,True
"bava, magar and dasgupta quod lite lighting 1","bava, magar",6541.75,4.7,6826,5499,190,home,lighting,52,homecare solutions,True
nadkarni-sekhon est lite furniture 13,nadkarni-sekhon est,36539.31,3.8,7655,7725,3754,home,furniture,0,fashionplus,True
sampath-bajwa optio lite refrigerators 5,sampath-bajwa optio,78005.86,3.4,7319,5996,604,appliances,refrigerators,18,homecare solutions,True
dhingra-sunder quo lite t-shirts 15,dhingra-sunder quo,1374.71,4.4,9710,6069,2558,fashion,t-shirts,23,homecare solutions,True
madan inc officia ultra acs 2,madan inc,9330.91,3.5,789,6590,1060,appliances,acs,0,supercomnet,True
hans plc consequatur lite smartwatches 7,hans plc,48904.25,3.3,6874,6797,1824,electronics,smartwatches,59,electroworld,True
sule-chauhan doloremque ultra dresses 15,sule-chauhan doloremque,30995.36,4.3,7532,1276,325,fashion,dresses,61,supercomnet,True
rajagopal inc facere pro refrigerators 12,rajagopal inc,38955.38,3.4,5464,9228,4050,appliances,refrigerators,0,electroworld,True
"jayaraman, viswanathan and mannan doloribus plus t-shirts 4","jayaraman, viswanathan",343.47,3.6,1933,5478,2199,fashion,t-shirts,37,electroworld,True
"purohit, sem and singh cumque pro furniture 3","purohit, sem",43709.82,4.0,121,7176,2824,home,furniture,15,flipkart assured,True
"pandey, dugar and palan vitae pro headphones 1","pandey, dugar",13491.98,3.5,1878,2819,532,electronics,headphones,19,mobilehub,True
"saha, natarajan and mitter aliquam pro t-shirts 11","saha, natarajan",1550.7,4.7,6755,7853,1178,fashion,t-shirts,0,cloudtail india,True
behl-tripathi corrupti lite smartphones 13,behl-tripathi corrupti,132607.28,4.8,8450,6920,1767,electronics,smartphones,27,cloudtail india,True
andra llc non plus shoes 6,andra llc,8022.35,4.3,7145,4338,1602,fashion,shoes,11,supercomnet,True
"borah, zacharia and palla expedita lite kitchenware 11","borah, zacharia",4018.27,3.5,8863,83,26,home,kitchenware,13,homecare solutions,True
sawhney-mani atque ultra kitchenware 8,sawhney-mani atque,35974.42,4.6,4444,9833,3974,home,kitchenware,51,retailnet,True
"sankaran, nagar and natt porro lite jeans 6","sankaran, nagar",46884.69,3.8,6541,8673,2486,fashion,jeans,69,cloudtail india,True
rajagopal-badami modi pro acs 11,rajagopal-badami modi,32479.98,4.5,5303,8392,2875,appliances,acs,41,flipkart assured,True
kanda and sons voluptatem ultra headphones 10,kanda and,3032.22,3.6,2996,7972,3636,electronics,headphones,36,homecare solutions,True
bala and sons nobis pro acs 12,bala and,35224.22,3.5,9213,6174,85,appliances,acs,27,mobilehub,True
balasubramanian-dara officiis lite t-shirts 5,balasubramanian-dara officiis,669.9,3.9,8260,1426,267,fashion,t-shirts,9,electroworld,True
chaudry group possimus lite washing machines 8,chaudry group,6498.4,4.0,9258,1260,82,appliances,washing machines,0,flipkart assured,True
date-batra voluptate plus headphones 3,date-batra voluptate,46056.11,3.8,9877,3204,620,electronics,headphones,25,mobilehub,True
sura-sundaram enim ultra smartphones 4,sura-sundaram enim,131106.24,3.8,768,6706,1431,electronics,smartphones,70,mobilehub,True
natarajan ltd ex pro smartwatches 2,natarajan ltd,5627.54,3.7,3185,8595,3851,electronics,smartwatches,48,homecare solutions,True
ratta-ramanathan ducimus plus furniture 1,ratta-ramanathan ducimus,7977.96,4.5,6253,2330,252,home,furniture,0,fashionplus,True
dhillon ltd deserunt plus smartphones 6,dhillon ltd,116490.8,3.9,7659,5515,886,electronics,smartphones,24,retailnet,True
bobal-chaudhari dignissimos pro acs 14,bobal-chaudhari dignissimos,29827.2,3.8,5443,7889,2937,appliances,acs,0,homecare solutions,True
sodhi ltd laborum ultra laptops 10,sodhi ltd,153586.27,3.1,5581,320,88,electronics,laptops,0,homecare solutions,True
"bobal, jani and bera ratione ultra refrigerators 5","bobal, jani",76968.75,4.1,3017,912,161,appliances,refrigerators,48,electroworld,True
seth and sons voluptas lite dresses 14,seth and,14721.31,4.6,1582,6153,1549,fashion,dresses,53,homecare solutions,True
seshadri-bal voluptates plus washing machines 2,seshadri-bal voluptates,47612.95,4.4,3212,5416,659,appliances,washing machines,44,fashionplus,True
"mandal, muni and mukhopadhyay veniam ultra furniture 5","mandal, muni",12294.96,4.7,3783,4368,431,home,furniture,26,cloudtail india,True
"majumdar, sandhu and sankar alias ultra acs 7","majumdar, sandhu",22861.76,4.1,7505,6083,1580,appliances,acs,59,supercomnet,True
"reddy, prakash and garg delectus lite shoes 6","reddy, prakash",4386.94,4.3,937,9485,1349,fashion,shoes,66,electroworld,True
kala llc ea lite kitchenware 6,kala llc,47354.35,3.9,7046,4633,1105,home,kitchenware,0,flipkart assured,True
"ravel, rajagopal and halder recusandae pro washing machines 6","ravel, rajagopal",21184.99,4.6,566,1917,188,appliances,washing machines,0,electroworld,True
"shroff, prakash and ghose consequuntur plus lighting 9","shroff, prakash",45055.76,4.0,8106,8095,1008,home,lighting,23,supercomnet,True
prakash and sons magnam pro jeans 1,prakash and,37185.84,3.7,9487,7016,677,fashion,jeans,0,supercomnet,True
"kata, srinivas and keer corrupti plus shoes 10","kata, srinivas",40827.19,4.7,670,7538,2689,fashion,shoes,66,supercomnet,True
nadkarni-muni quas ultra refrigerators 5,nadkarni-muni quas,28605.1,3.6,9791,5598,2602,appliances,refrigerators,0,mobilehub,True
vala-dasgupta quos lite decor 13,vala-dasgupta quos,36779.55,4.0,9774,2693,996,home,decor,7,homecare solutions,True
bedi llc excepturi pro kitchenware 12,bedi llc,9507.88,3.1,9301,6134,170,home,kitchenware,0,flipkart assured,True
chahal-karpe eius plus refrigerators 10,chahal-karpe eius,25083.34,3.4,7276,8695,1392,appliances,refrigerators,55,cloudtail india,True
"pandya, rai and kala modi ultra jeans 14","pandya, rai",11606.23,3.7,4173,77,11,fashion,jeans,61,cloudtail india,True
goel plc nulla ultra dresses 12,goel plc,24425.74,3.0,9118,9236,5,fashion,dresses,0,fashionplus,True
sandal-buch distinctio ultra acs 13,sandal-buch distinctio,45703.03,4.0,2497,7594,792,appliances,acs,42,supercomnet,True
chhabra inc dignissimos pro headphones 10,chhabra inc,33509.91,4.5,2688,663,221,electronics,headphones,0,retailnet,True
"jain, chaudhary and kumer aliquid lite smartwatches 5","jain, chaudhary",8929.01,3.9,3738,2181,673,electronics,smartwatches,25,flipkart assured,True
"shanker, gill and dugar occaecati ultra refrigerators 3","shanker, gill",26640.34,4.6,2948,6160,2802,appliances,refrigerators,6,cloudtail india,True
dubey-bobal totam lite jeans 5,dubey-bobal totam,45962.31,3.5,8363,7063,2257,fashion,jeans,0,flipkart assured,True
trivedi-golla nihil lite furniture 7,trivedi-golla nihil,25586.21,3.9,7226,9128,547,home,furniture,34,mobilehub,True
pal-lad aperiam ultra smartphones 13,pal-lad aperiam,81966.67,4.9,584,8220,3322,electronics,smartphones,53,supercomnet,True
"pillay, kohli and narain molestiae pro t-shirts 14","pillay, kohli",1941.73,3.7,8201,1791,336,fashion,t-shirts,48,supercomnet,True
vohra-bedi velit ultra headphones 1,vohra-bedi velit,22226.36,4.7,3704,4131,421,electronics,headphones,0,electroworld,True
ganesan-nagarajan a ultra kitchenware 9,ganesan-nagarajan a,41297.1,3.7,3270,1370,629,home,kitchenware,42,retailnet,True
konda-baral consectetur ultra smartwatches 8,konda-baral consectetur,6069.23,3.8,5002,6155,552,electronics,smartwatches,50,mobilehub,True
srivastava inc maiores ultra jeans 3,srivastava inc,14804.19,3.6,6739,7847,319,fashion,jeans,0,fashionplus,True
bandi-srivastava ducimus pro acs 1,bandi-srivastava ducimus,38116.42,4.2,4934,596,165,appliances,acs,11,flipkart assured,True
devi group ullam pro shoes 6,devi group,27263.33,3.7,2882,9232,4279,fashion,shoes,0,mobilehub,True
"chana, sekhon and krishna sint ultra laptops 15","chana, sekhon",136719.35,3.3,3617,4771,714,electronics,laptops,12,supercomnet,True
"nayar, ganesh and goda minus plus acs 6","nayar, ganesh",37135.59,3.8,8430,9567,3132,appliances,acs,57,homecare solutions,True
"sampath, saran and bhatti quas lite smartwatches 9","sampath, saran",19564.64,4.4,4755,3338,717,electronics,smartwatches,56,flipkart assured,True
dua llc temporibus pro lighting 5,dua llc,40874.89,3.4,1865,274,43,home,lighting,0,cloudtail india,True
"mukherjee, zacharia and gala earum ultra jeans 8","mukherjee, zacharia",40946.41,3.4,2323,4592,610,fashion,jeans,0,supercomnet,True
"bhasin, mandal and gole natus plus jeans 8","bhasin, mandal",33235.79,3.4,6871,8296,3009,fashion,jeans,27,cloudtail india,True
"varghese, khurana and bhatia nemo ultra furniture 6","varghese, khurana",25894.58,3.8,8427,657,254,home,furniture,58,supercomnet,True
"choudhary, deol and ganesh explicabo pro microwaves 10","choudhary, deol",17115.47,4.2,5558,8262,1707,appliances,microwaves,0,cloudtail india,True
"grewal, nanda and uppal distinctio plus furniture 10","grewal, nanda",8264.47,4.0,3313,6210,776,home,furniture,0,cloudtail india,True
wali and sons consequuntur lite t-shirts 5,wali and,234.44,3.9,2392,6811,1728,fashion,t-shirts,29,mobilehub,True
"sabharwal, kannan and natarajan modi lite microwaves 9","sabharwal, kannan",38412.58,4.0,1075,6512,2437,appliances,microwaves,67,homecare solutions,True
gaba-kashyap soluta pro dresses 11,gaba-kashyap soluta,41248.44,3.4,2607,3362,1473,fashion,dresses,22,cloudtail india,True
suresh plc tenetur plus decor 1,suresh plc,21131.06,3.2,8162,3500,1627,home,decor,0,flipkart assured,True
"deshmukh, rout and shere hic pro acs 8","deshmukh, rout",49050.71,3.8,5649,6667,1565,appliances,acs,0,cloudtail india,True
de-pai incidunt ultra microwaves 5,de-pai incidunt,20737.14,4.6,1851,4816,1171,appliances,microwaves,9,homecare solutions,True
"pandit, sem and mani debitis plus microwaves 3","pandit, sem",46340.85,3.3,1122,3089,967,appliances,microwaves,20,electroworld,True
"choudhury, gulati and naik cumque plus washing machines 1","choudhury, gulati",17051.9,4.0,3170,1147,118,appliances,washing machines,0,cloudtail india,True
mall and sons vel lite smartphones 4,mall and,126733.64,4.8,5204,1116,82,electronics,smartphones,5,fashionplus,True
nayak-kaul suscipit pro lighting 10,nayak-kaul suscipit,49181.73,4.5,1073,748,244,home,lighting,0,homecare solutions,True
"kapur, bahri and sethi nesciunt ultra washing machines 3","kapur, bahri",40177.79,4.9,1002,5601,87,appliances,washing machines,0,mobilehub,True
tripathi-sen quibusdam lite dresses 6,tripathi-sen quibusdam,18254.97,4.7,9106,6274,2159,fashion,dresses,0,cloudtail india,True
singh llc natus lite kitchenware 1,singh llc,26697.5,4.5,9806,1842,855,home,kitchenware,9,fashionplus,True
mallick-bera quas lite decor 9,mallick-bera quas,16546.11,3.2,1656,4167,80,home,decor,0,fashionplus,True
ghosh inc expedita ultra refrigerators 5,ghosh inc,27052.53,4.9,7921,6140,244,appliances,refrigerators,42,homecare solutions,True
chadha ltd assumenda plus laptops 14,chadha ltd,53496.51,4.4,7267,134,35,electronics,laptops,62,retailnet,True
"sagar, badal and barad architecto ultra furniture 13","sagar, badal",21021.15,3.2,5326,2372,576,home,furniture,47,fashionplus,True
bobal inc fugit ultra furniture 12,bobal inc,15506.2,3.2,6610,532,23,home,furniture,21,flipkart assured,True
"seth, taneja and naik omnis ultra decor 11","seth, taneja",31379.86,3.9,6856,9083,1312,home,decor,35,flipkart assured,True
bhargava-kumar corporis ultra shoes 8,bhargava-kumar corporis,34606.85,4.8,4354,4960,1270,fashion,shoes,8,mobilehub,True
"sathe, vaidya and agarwal reiciendis plus acs 10","sathe, vaidya",46833.38,4.7,5487,5469,1277,appliances,acs,0,mobilehub,True
"palla, bail and patla dolorum plus washing machines 2","palla, bail",5467.9,3.4,8297,7174,3564,appliances,washing machines,31,retailnet,True
"srivastava, kothari and panchal occaecati lite dresses 4","srivastava, kothari",32260.55,4.5,9988,896,223,fashion,dresses,0,homecare solutions,True
"sharma, memon and kala corrupti ultra laptops 9","sharma, memon",92185.84,4.0,8833,8781,3449,electronics,laptops,0,cloudtail india,True
amble-brar at lite dresses 10,amble-brar at,38210.23,4.4,2720,9842,4051,fashion,dresses,13,cloudtail india,True
"prashad, master and sanghvi accusantium ultra lighting 5","prashad, master",45822.62,4.7,1678,88,1,home,lighting,39,retailnet,True
"kumer, sane and borde voluptatem pro t-shirts 2","kumer, sane",836.29,4.0,3596,9599,3953,fashion,t-shirts,64,cloudtail india,True
kothari ltd ex pro headphones 13,kothari ltd,42094.64,3.5,8078,9398,880,electronics,headphones,19,homecare solutions,True
"issac, dass and sani repellendus ultra smartwatches 8","issac, dass",41389.26,4.7,170,7777,2726,electronics,smartwatches,7,electroworld,True
"sinha, bhatia and kumer molestiae lite washing machines 13","sinha, bhatia",35142.35,4.6,2865,6676,3156,appliances,washing machines,66,fashionplus,True
"dalal, thaker and sarraf commodi lite lighting 13","dalal, thaker",16927.21,4.3,2247,3176,1166,home,lighting,22,mobilehub,True
sathe-mall harum ultra microwaves 6,sathe-mall harum,1807.34,3.4,9185,8027,3474,appliances,microwaves,30,cloudtail india,True
parekh-shukla eaque ultra headphones 4,parekh-shukla eaque,9304.02,4.1,2180,7071,3259,electronics,headphones,69,flipkart assured,True
"ratti, solanki and dasgupta dolore plus smartphones 1","ratti, solanki",46079.36,3.5,5220,6486,2232,electronics,smartphones,53,cloudtail india,True
"divan, ganesan and prakash voluptas plus microwaves 11","divan, ganesan",31454.79,4.9,8433,865,314,appliances,microwaves,20,fashionplus,True
"balakrishnan, gaba and dhar quis pro laptops 3","balakrishnan, gaba",173272.34,3.8,9970,8144,52,electronics,laptops,29,flipkart assured,True
pandey plc repudiandae lite refrigerators 15,pandey plc,31694.89,3.6,3598,1701,553,appliances,refrigerators,31,fashionplus,True
vasa plc alias pro kitchenware 12,vasa plc,49657.76,4.5,3097,3609,1753,home,kitchenware,0,electroworld,True
bhakta llc rerum plus t-shirts 1,bhakta llc,1956.28,3.3,8099,1283,311,fashion,t-shirts,54,electroworld,True
jaggi-nagarajan esse ultra shoes 7,jaggi-nagarajan esse,46955.8,3.9,8518,8730,1278,fashion,shoes,67,cloudtail india,True
subramaniam-andra sint lite t-shirts 15,subramaniam-andra sint,1065.28,3.7,2359,1737,91,fashion,t-shirts,0,flipkart assured,True
bhandari-gulati deleniti ultra headphones 4,bhandari-gulati deleniti,41489.92,4.4,3708,9056,3211,electronics,headphones,47,mobilehub,True
sabharwal inc adipisci plus acs 12,sabharwal inc,34557.77,4.5,2963,559,57,appliances,acs,57,supercomnet,True
chacko-kumer mollitia pro kitchenware 10,chacko-kumer mollitia,41538.66,4.2,2973,2797,784,home,kitchenware,64,homecare solutions,True
raghavan-pall tenetur ultra smartwatches 8,raghavan-pall tenetur,3532.38,3.2,6298,4317,677,electronics,smartwatches,62,supercomnet,True
shukla group aut plus kitchenware 5,shukla group,34958.42,4.8,2013,4456,14,home,kitchenware,45,homecare solutions,True
kale group beatae ultra smartwatches 9,kale group,31719.87,4.6,174,3185,1321,electronics,smartwatches,11,retailnet,True
yadav-shroff quod ultra dresses 7,yadav-shroff quod,48461.11,4.3,7703,1020,102,fashion,dresses,68,retailnet,True
bhakta inc earum lite decor 11,bhakta inc,42703.26,4.9,5533,3281,253,home,decor,27,flipkart assured,True
ram inc dolorum ultra washing machines 15,ram inc,20059.63,4.8,6342,5141,2360,appliances,washing machines,31,retailnet,True
"pai, dube and arora harum pro kitchenware 13","pai, dube",36555.02,4.5,2674,792,191,home,kitchenware,0,retailnet,True
bhatt inc sint pro smartwatches 3,bhatt inc,15746.33,3.8,5307,3251,1316,electronics,smartwatches,22,fashionplus,True
sen inc quisquam ultra washing machines 15,sen inc,14505.36,3.4,4267,3092,746,appliances,washing machines,0,flipkart assured,True
hora plc error ultra lighting 9,hora plc,46224.56,4.7,6526,5095,57,home,lighting,64,mobilehub,True
dube-modi dolores plus jeans 14,dube-modi dolores,42741.31,3.7,9798,9036,3037,fashion,jeans,32,flipkart assured,True
anne-walia exercitationem lite jeans 1,anne-walia exercitationem,42665.96,3.0,3934,8469,3742,fashion,jeans,6,supercomnet,True
"luthra, viswanathan and thaman enim pro laptops 12","luthra, viswanathan",99371.61,3.5,8465,2177,750,electronics,laptops,23,homecare solutions,True
"ranganathan, chaudhari and deshpande incidunt lite furniture 1","ranganathan, chaudhari",34359.44,4.8,5502,5309,296,home,furniture,65,mobilehub,True
"choudhry, ravel and jha illum pro furniture 12","choudhry, ravel",1428.32,3.4,1210,3330,412,home,furniture,68,retailnet,True
gala ltd nihil pro acs 7,gala ltd,33853.57,3.1,2528,4267,239,appliances,acs,34,retailnet,True
sule inc ipsum ultra decor 9,sule inc,24960.87,3.4,5824,2370,512,home,decor,11,cloudtail india,True
cherian-chaudhari dignissimos pro washing machines 14,cherian-chaudhari dignissimos,21262.41,3.8,5084,3275,1421,appliances,washing machines,46,retailnet,True
"borra, peri and dugar ratione lite jeans 14","borra, peri",22935.24,3.7,8560,5178,2396,fashion,jeans,12,flipkart assured,True
"gala, sekhon and andra consectetur ultra acs 9","gala, sekhon",33187.2,3.9,6526,1359,242,appliances,acs,0,retailnet,True
comar-prasad corporis pro smartphones 12,comar-prasad corporis,115176.58,3.3,1760,9815,3797,electronics,smartphones,68,flipkart assured,True
bhatti-dara porro lite t-shirts 14,bhatti-dara porro,1378.77,4.3,4728,6370,96,fashion,t-shirts,0,cloudtail india,True
sood inc maxime lite washing machines 7,sood inc,15087.1,4.9,3529,190,51,appliances,washing machines,49,cloudtail india,True
bandi-agate dolore lite smartwatches 11,bandi-agate dolore,44744.64,4.9,2207,1703,288,electronics,smartwatches,54,mobilehub,True
"vala, khalsa and rao iusto ultra furniture 6","vala, khalsa",6601.39,4.0,3668,4192,825,home,furniture,35,cloudtail india,True
"saxena, natt and raval vitae plus jeans 11","saxena, natt",47663.3,4.5,8297,6317,54,fashion,jeans,47,homecare solutions,True
narain-bansal sit lite lighting 3,narain-bansal sit,48492.74,3.6,7765,1274,455,home,lighting,0,mobilehub,True
rajagopalan group voluptatibus ultra decor 1,rajagopalan group,47947.74,3.3,6942,5549,2296,home,decor,44,cloudtail india,True
chokshi group dicta pro shoes 8,chokshi group,30330.14,4.2,9341,9446,766,fashion,shoes,0,fashionplus,True
khare-wagle sint pro washing machines 2,khare-wagle sint,11029.47,5.0,5200,5719,2142,appliances,washing machines,7,supercomnet,True
setty group sunt ultra laptops 14,setty group,129867.87,3.4,3197,5815,2614,electronics,laptops,13,fashionplus,True
suresh group accusamus plus refrigerators 10,suresh group,61173.67,3.3,203,180,81,appliances,refrigerators,31,fashionplus,True
raj plc placeat plus acs 14,raj plc,10915.43,3.2,1887,4247,26,appliances,acs,65,supercomnet,True
"lata, mahal and dar maxime ultra acs 12","lata, mahal",37954.02,3.1,3322,3080,1372,appliances,acs,42,cloudtail india,True
chandra inc corporis ultra smartwatches 1,chandra inc,41514.72,4.9,4985,2891,1348,electronics,smartwatches,18,supercomnet,True
trivedi ltd nesciunt ultra jeans 10,trivedi ltd,45503.22,4.7,1581,7692,2530,fashion,jeans,0,flipkart assured,True
bhatia-kaul ducimus lite refrigerators 10,bhatia-kaul ducimus,75264.4,3.8,1867,5744,2702,appliances,refrigerators,0,homecare solutions,True
bajaj-boase consequatur plus decor 3,bajaj-boase consequatur,45559.04,4.6,2808,5611,2288,home,decor,9,supercomnet,True
nigam-choudhury quam ultra shoes 10,nigam-choudhury quam,39655.98,3.9,7575,5613,550,fashion,shoes,12,homecare solutions,True
gandhi ltd tenetur plus decor 6,gandhi ltd,47112.28,3.3,8904,4397,1598,home,decor,0,fashionplus,True
"barad, pant and srinivas nisi lite furniture 13","barad, pant",18142.28,3.4,5699,4101,1175,home,furniture,8,mobilehub,True
manda group ullam pro jeans 13,manda group,19204.27,3.4,3846,8812,3330,fashion,jeans,41,electroworld,True
johal group rerum ultra washing machines 2,johal group,17308.54,3.5,4754,7217,3548,appliances,washing machines,58,cloudtail india,True
"bhakta, ahluwalia and bhasin et pro acs 9","bhakta, ahluwalia",45900.4,4.3,4859,2974,427,appliances,acs,60,electroworld,True
"kunda, kale and panchal delectus pro acs 3","kunda, kale",35766.83,4.3,7266,4225,815,appliances,acs,44,flipkart assured,True
mand-oommen quam ultra jeans 14,mand-oommen quam,14348.18,4.4,9858,8883,221,fashion,jeans,47,cloudtail india,True
chakraborty and sons nostrum lite t-shirts 13,chakraborty and,752.62,4.5,8882,4848,1995,fashion,t-shirts,13,flipkart assured,True
"rattan, kothari and baral qui pro smartphones 14","rattan, kothari",109382.07,4.4,2375,9797,1353,electronics,smartphones,0,retailnet,True
sheth-pillay voluptate pro t-shirts 11,sheth-pillay voluptate,1467.75,4.8,9269,4591,475,fashion,t-shirts,52,mobilehub,True
"devan, mander and bhargava asperiores pro acs 15","devan, mander",42088.11,3.9,529,8190,266,appliances,acs,63,flipkart assured,True
chaudry-mitra id lite headphones 13,chaudry-mitra id,34685.85,4.5,2691,3011,199,electronics,headphones,0,electroworld,True
parikh-hayre debitis pro jeans 12,parikh-hayre debitis,42724.78,3.7,9485,8610,2754,fashion,jeans,34,supercomnet,True
mall-wagle nobis plus decor 15,mall-wagle nobis,4759.44,4.7,3002,4241,1157,home,decor,13,retailnet,True
oommen inc odio plus smartphones 10,oommen inc,70952.22,3.9,5007,3510,991,electronics,smartphones,0,electroworld,True
sami-gupta fugit ultra smartphones 9,sami-gupta fugit,49315.7,4.5,8947,9445,2468,electronics,smartphones,39,retailnet,True
"banerjee, narula and contractor cum pro decor 15","banerjee, narula",18153.16,4.4,9526,6056,2007,home,decor,29,fashionplus,True
"tank, sibal and sehgal voluptas pro headphones 11","tank, sibal",32229.08,3.2,118,1556,653,electronics,headphones,19,retailnet,True
mukhopadhyay-sangha omnis lite headphones 6,mukhopadhyay-sangha omnis,42293.29,3.7,2292,9809,3934,electronics,headphones,0,supercomnet,True
"dhar, chana and badal debitis ultra dresses 3","dhar, chana",1524.39,3.2,3414,2766,77,fashion,dresses,31,fashionplus,True
ratta and sons distinctio ultra smartphones 11,ratta and,127854.92,3.8,6692,6458,2836,electronics,smartphones,29,homecare solutions,True
patel plc maxime plus laptops 10,patel plc,174927.35,3.8,914,6479,296,electronics,laptops,0,homecare solutions,True
oak-verma eveniet ultra decor 7,oak-verma eveniet,12678.6,4.8,110,6569,831,home,decor,56,electroworld,True
"sinha, bala and padmanabhan quaerat lite kitchenware 11","sinha, bala",2429.65,3.6,1008,2968,151,home,kitchenware,43,fashionplus,True
mital-chanda rerum ultra acs 4,mital-chanda rerum,40689.18,4.5,1872,799,316,appliances,acs,35,electroworld,True
lad plc aliquid ultra shoes 3,lad plc,41148.16,3.7,3283,4323,667,fashion,shoes,0,supercomnet,True
sankar plc a lite furniture 10,sankar plc,13816.58,4.4,3322,5526,2690,home,furniture,0,cloudtail india,True
mann group architecto plus refrigerators 7,mann group,68768.89,3.9,9155,9215,3014,appliances,refrigerators,64,electroworld,True
varkey and sons dolores ultra dresses 8,varkey and,12699.69,4.2,1285,3316,717,fashion,dresses,28,supercomnet,True
varkey-thakkar veniam plus laptops 5,varkey-thakkar veniam,128060.59,3.6,3634,1971,164,electronics,laptops,37,electroworld,True
srinivasan-aggarwal soluta ultra headphones 15,srinivasan-aggarwal soluta,23031.64,4.5,8600,3583,1552,electronics,headphones,0,electroworld,True
grover-shan placeat plus laptops 4,grover-shan placeat,39206.13,3.4,3891,9128,556,electronics,laptops,0,cloudtail india,True
saha-tara recusandae ultra furniture 7,saha-tara recusandae,47026.05,4.2,2316,2346,300,home,furniture,20,fashionplus,True
barad-kibe ex plus refrigerators 1,barad-kibe ex,20998.35,5.0,507,7095,2131,appliances,refrigerators,9,homecare solutions,True
"chacko, agarwal and devan esse lite refrigerators 12","chacko, agarwal",71108.58,4.2,8524,3532,268,appliances,refrigerators,53,supercomnet,True
"panchal, bala and dasgupta non pro laptops 4","panchal, bala",104592.67,4.7,8433,614,301,electronics,laptops,7,cloudtail india,True
cheema-babu numquam plus microwaves 7,cheema-babu numquam,37895.48,4.8,2870,224,78,appliances,microwaves,0,homecare solutions,True
bath group dolorem plus microwaves 1,bath group,5712.68,4.6,3897,8054,3356,appliances,microwaves,46,flipkart assured,True
chatterjee plc nesciunt ultra t-shirts 13,chatterjee plc,1581.35,4.4,8612,5354,282,fashion,t-shirts,56,electroworld,True
cherian plc aspernatur lite microwaves 3,cherian plc,35797.78,4.1,4028,6002,2143,appliances,microwaves,46,homecare solutions,True
