Product Name,Categorize Product,Brand Name,Price (?),Discounted Price,Rating (?),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy
Kumar Group Quidem Ultra Smartphones 14,Phone,Kumar Group,1837.60 ,1598.71 ,3.10 ,323,4401,2182,Electronics,Smartphones,13,HomeCare Solutions,FALSE
Rattan LLC Omnis Pro Refrigerators 14,Other,Rattan LLC,1834.45 ,1834.45 ,3.60 ,8271,9794,1237,Appliances,Refrigerators,0,Flipkart Assured,FALSE
"Nayar, Wagle and Reddy Nobis Plus Smartphones 13",Phone,"Nayar, Wagle",1821.56 ,728.62 ,3.80 ,3126,8952,961,Electronics,Smartphones,60,MobileHub,TRUE
"Kumer, Hayre and Bahri Autem Lite Smartphones 7",Phone,"Kumer, Hayre",1815.97 ,562.95 ,3.90 ,7159,9405,3178,Electronics,Smartphones,69,RetailNet,TRUE
Modi PLC Aut Lite Refrigerators 4,Other,Modi PLC,1810.39 ,1629.35 ,4.00 ,7373,4432,2139,Appliances,Refrigerators,10,HomeCare Solutions,TRUE
"Swamy, Maharaj and Chandran Cupiditate Lite Refrigerators 6",Other,"Swamy, Maharaj",1808.08 ,1808.08 ,3.80 ,3712,2476,1064,Appliances,Refrigerators,0,HomeCare Solutions,FALSE
"Goel, Saran and Malhotra Ipsum Pro Refrigerators 3",Other,"Goel, Saran",1807.34 ,614.50 ,3.40 ,242,2462,788,Appliances,Refrigerators,66,RetailNet,FALSE
"Baral, Chanda and Shetty Omnis Pro Refrigerators 14",Other,"Baral, Chanda",1807.21 ,1662.63 ,5.00 ,8411,7431,1638,Appliances,Refrigerators,8,Flipkart Assured,TRUE
Kurian-Dayal Autem Lite Refrigerators 7,Other,Kurian-Dayal Autem,1803.95 ,793.74 ,4.80 ,5428,5768,783,Appliances,Refrigerators,56,MobileHub,FALSE
"Som, Majumdar and Palan Alias Pro Laptops 15",Laptop,"Som, Majumdar",1803.73 ,685.42 ,4.90 ,6258,1059,343,Electronics,Laptops,62,SuperComNet,TRUE
Sha-Doshi Deleniti Pro Refrigerators 1,Other,Sha-Doshi Deleniti,1794.81 ,1794.81 ,3.60 ,6655,2840,846,Appliances,Refrigerators,0,SuperComNet,FALSE
Swaminathan-Anand Ut Ultra Laptops 7,Laptop,Swaminathan-Anand Ut,1789.57 ,626.35 ,4.30 ,7988,5388,542,Electronics,Laptops,65,SuperComNet,TRUE
Krishnan and Sons Alias Pro Refrigerators 11,Other,Krishnan and,1786.17 ,893.09 ,3.80 ,4002,320,160,Appliances,Refrigerators,50,RetailNet,FALSE
Sankar-Desai Dolor Pro Smartphones 13,Phone,Sankar-Desai Dolor,1782.89 ,1408.48 ,3.20 ,5254,3338,207,Electronics,Smartphones,21,HomeCare Solutions,FALSE
Edwin and Sons Doloribus Ultra Laptops 9,Laptop,Edwin and,1776.39 ,977.01 ,3.90 ,5417,391,88,Electronics,Laptops,45,MobileHub,TRUE
"Dani, Chakrabarti and Madan Quos Lite Refrigerators 5",Other,"Dani, Chakrabarti",1768.88 ,1379.73 ,3.90 ,29,6263,3062,Appliances,Refrigerators,22,MobileHub,TRUE
Singhal-Dyal Neque Pro Smartphones 15,Phone,Singhal-Dyal Neque,1765.21 ,1359.21 ,4.60 ,5678,1538,100,Electronics,Smartphones,23,RetailNet,TRUE
Taneja-Cherian Eos Lite Smartphones 14,Phone,Taneja-Cherian Eos,1761.40 ,1761.40 ,3.00 ,3681,5602,1438,Electronics,Smartphones,0,MobileHub,TRUE
"Sen, Deep and Bhatnagar Est Lite Smartphones 5",Phone,"Sen, Deep",1754.03 ,526.21 ,4.80 ,4897,2391,95,Electronics,Smartphones,70,Cloudtail India,FALSE
Zachariah-Koshy Temporibus Plus Smartphones 10,Phone,Zachariah-Koshy Temporibus,1752.48 ,1366.93 ,4.60 ,5291,5849,1280,Electronics,Smartphones,22,ElectroWorld,TRUE
Tella-Kaul Corporis Ultra Smartphones 2,Phone,Tella-Kaul Corporis,1751.00 ,1751.00 ,4.60 ,5180,6417,2839,Electronics,Smartphones,0,ElectroWorld,TRUE
Sankar-Malhotra Enim Lite Smartphones 12,Phone,Sankar-Malhotra Enim,1750.70 ,1383.05 ,4.40 ,7363,5729,133,Electronics,Smartphones,21,MobileHub,TRUE
Ratti and Sons Alias Pro Smartphones 14,Phone,Ratti and,1743.78 ,1743.78 ,4.60 ,3158,8247,3276,Electronics,Smartphones,0,Flipkart Assured,FALSE
Pal-Lad Aperiam Ultra Smartphones 13,Phone,Pal-Lad Aperiam,1741.37 ,818.44 ,4.90 ,584,8220,3322,Electronics,Smartphones,53,SuperComNet,TRUE
"Kanda, Gala and Dutt Voluptate Ultra Laptops 9",Laptop,"Kanda, Gala",1738.46 ,1599.38 ,3.80 ,6762,6580,472,Electronics,Laptops,8,ElectroWorld,TRUE
Borra LLC Quos Pro Laptops 11,Laptop,Borra LLC,1735.85 ,746.42 ,4.70 ,4446,7792,3578,Electronics,Laptops,57,ElectroWorld,FALSE
Nayak-Rau A Lite Smartphones 10,Phone,Nayak-Rau A,1725.72 ,880.12 ,4.90 ,7835,9728,2193,Electronics,Smartphones,49,Flipkart Assured,TRUE
Mitra LLC Rerum Ultra Smartphones 6,Phone,Mitra LLC,1722.36 ,533.93 ,3.20 ,3535,2583,503,Electronics,Smartphones,69,Cloudtail India,TRUE
Doctor-Dhaliwal Dolorum Ultra Smartphones 15,Phone,Doctor-Dhaliwal Dolorum,1715.52 ,1526.81 ,3.30 ,5851,4076,923,Electronics,Smartphones,11,ElectroWorld,TRUE
"Srinivas, Sandhu and Nair Quae Plus Laptops 14",Laptop,"Srinivas, Sandhu",1711.62 ,941.39 ,3.80 ,7805,6301,2146,Electronics,Laptops,45,MobileHub,FALSE
"Luthra, Kata and Sabharwal Laborum Ultra Smartphones 13",Phone,"Luthra, Kata",1697.27 ,899.55 ,4.50 ,8791,5419,1893,Electronics,Smartphones,47,Cloudtail India,TRUE
Iyengar-Dugal Quaerat Lite Smartphones 7,Phone,Iyengar-Dugal Quaerat,1693.88 ,1693.88 ,4.90 ,391,8896,2486,Electronics,Smartphones,0,Flipkart Assured,FALSE
"Chand, Batra and Tripathi Molestias Ultra Smartphones 7",Phone,"Chand, Batra",1692.42 ,1692.42 ,4.90 ,6695,2795,475,Electronics,Smartphones,0,Flipkart Assured,TRUE
Karnik-Bobal Laudantium Pro Laptops 3,Laptop,Karnik-Bobal Laudantium,1680.63 ,739.48 ,3.40 ,2688,6450,2739,Electronics,Laptops,56,Cloudtail India,TRUE
Suri Inc Iure Pro Smartphones 6,Phone,Suri Inc,1678.19 ,1678.19 ,3.50 ,5106,1198,432,Electronics,Smartphones,0,ElectroWorld,FALSE
Shroff-Ghose Recusandae Pro Laptops 4,Laptop,Shroff-Ghose Recusandae,1674.11 ,1674.11 ,4.00 ,9700,1880,102,Electronics,Laptops,0,ElectroWorld,FALSE
"Sarna, Subramanian and Bhakta Sequi Plus Smartphones 4",Phone,"Sarna, Subramanian",1674.01 ,736.56 ,3.60 ,2875,542,235,Electronics,Smartphones,56,HomeCare Solutions,FALSE
"Sharma, Gaba and Jain Placeat Pro Laptops 9",Laptop,"Sharma, Gaba",1651.26 ,1651.26 ,3.80 ,5624,8644,333,Electronics,Laptops,0,MobileHub,TRUE
Khalsa PLC Sit Pro Smartphones 2,Phone,Khalsa PLC,1650.45 ,1353.37 ,4.10 ,603,3400,660,Electronics,Smartphones,18,Cloudtail India,TRUE
Kapur and Sons Laudantium Ultra Smartphones 14,Phone,Kapur and,1648.37 ,1318.70 ,4.70 ,4024,1851,118,Electronics,Smartphones,20,Flipkart Assured,TRUE
"Halder, Sagar and Buch Quasi Ultra Laptops 6",Laptop,"Halder, Sagar",1640.65 ,1640.65 ,4.30 ,707,5890,1970,Electronics,Laptops,0,ElectroWorld,TRUE
Mani-Sinha Neque Lite Smartphones 3,Phone,Mani-Sinha Neque,1637.58 ,753.29 ,3.80 ,3379,4596,1933,Electronics,Smartphones,54,MobileHub,TRUE
"Edwin, Bala and Baral Autem Pro Laptops 12",Laptop,"Edwin, Bala",1633.76 ,1633.76 ,3.90 ,8874,6734,3271,Electronics,Laptops,0,RetailNet,FALSE
Lal Inc Rem Plus Smartphones 6,Phone,Lal Inc,1632.55 ,1632.55 ,4.40 ,2179,5902,733,Electronics,Smartphones,0,ElectroWorld,TRUE
"Singh, Bala and Sane Perferendis Pro Laptops 15",Laptop,"Singh, Bala",1632.49 ,848.89 ,3.60 ,123,6916,1349,Electronics,Laptops,48,FashionPlus,FALSE
Thaman-Bir Nesciunt Pro Laptops 15,Laptop,Thaman-Bir Nesciunt,1625.30 ,1267.73 ,3.50 ,6897,2456,81,Electronics,Laptops,22,Flipkart Assured,TRUE
Lata-Virk Officiis Pro Smartphones 3,Phone,Lata-Virk Officiis,1624.84 ,1624.84 ,4.60 ,3574,8286,3465,Electronics,Smartphones,0,Cloudtail India,TRUE
"Khosla, Dewan and Parekh Dolor Plus Laptops 9",Laptop,"Khosla, Dewan",1620.65 ,1231.69 ,3.70 ,3688,2995,1314,Electronics,Laptops,24,ElectroWorld,TRUE
"Tailor, Sur and Setty Tempora Pro Laptops 14",Laptop,"Tailor, Sur",1617.71 ,1617.71 ,4.70 ,2742,9047,3821,Electronics,Laptops,0,RetailNet,TRUE
Ratti-Dhaliwal Consequuntur Plus Smartphones 11,Phone,Ratti-Dhaliwal Consequuntur,1610.13 ,901.67 ,4.40 ,7490,377,80,Electronics,Smartphones,44,ElectroWorld,FALSE
Kohli-Lad Eaque Ultra Laptops 7,Laptop,Kohli-Lad Eaque,1605.31 ,1605.31 ,4.80 ,6588,5590,2590,Electronics,Laptops,0,HomeCare Solutions,TRUE
Pandit-Walia Quidem Ultra Smartphones 9,Phone,Pandit-Walia Quidem,1602.04 ,1473.88 ,4.20 ,7104,6734,1902,Electronics,Smartphones,8,FashionPlus,FALSE
Uppal-Madan At Plus Smartphones 14,Phone,Uppal-Madan At,1589.11 ,1589.11 ,3.50 ,4260,750,198,Electronics,Smartphones,0,Flipkart Assured,FALSE
"Wable, Nazareth and Sridhar Ex Lite Smartphones 3",Phone,"Wable, Nazareth",1588.70 ,1032.66 ,3.30 ,9661,6924,2012,Electronics,Smartphones,35,RetailNet,FALSE
Mani-Bains Dolorem Pro Smartphones 1,Phone,Mani-Bains Dolorem,1582.34 ,712.05 ,4.80 ,2910,3590,423,Electronics,Smartphones,55,ElectroWorld,FALSE
Sarin LLC Quae Ultra Smartphones 8,Phone,Sarin LLC,1581.35 ,1186.01 ,4.50 ,4781,2456,140,Electronics,Smartphones,25,ElectroWorld,FALSE
Lanka-Kakar Minus Pro Smartphones 12,Phone,Lanka-Kakar Minus,1560.63 ,1560.63 ,3.90 ,5799,9515,647,Electronics,Smartphones,0,Cloudtail India,FALSE
Mane LLC Reprehenderit Lite Laptops 4,Laptop,Mane LLC,1550.70 ,604.77 ,3.40 ,5971,485,219,Electronics,Laptops,61,HomeCare Solutions,TRUE
Mishra-Dhaliwal Itaque Pro Laptops 5,Laptop,Mishra-Dhaliwal Itaque,1549.64 ,1177.73 ,3.20 ,854,9166,4268,Electronics,Laptops,24,RetailNet,FALSE
Nayar Group Enim Ultra Laptops 7,Laptop,Nayar Group,1549.49 ,635.29 ,4.60 ,997,7295,3111,Electronics,Laptops,59,Flipkart Assured,FALSE
Mukherjee-Dash Porro Ultra Laptops 5,Laptop,Mukherjee-Dash Porro,1544.66 ,725.99 ,3.90 ,7347,7511,1851,Electronics,Laptops,53,RetailNet,FALSE
Manne LLC Occaecati Ultra Smartphones 10,Phone,Manne LLC,1543.83 ,1312.26 ,3.00 ,7255,5448,2186,Electronics,Smartphones,15,Cloudtail India,FALSE
"Tiwari, Chokshi and Barad Voluptatem Lite Smartphones 2",Phone,"Tiwari, Chokshi",1543.00 ,1296.12 ,3.80 ,8458,5238,2144,Electronics,Smartphones,16,Cloudtail India,TRUE
"Rao, Iyer and Garde Commodi Plus Laptops 11",Laptop,"Rao, Iyer",1536.84 ,507.16 ,4.30 ,4849,2372,297,Electronics,Laptops,67,ElectroWorld,TRUE
"Sharma, Memon and Kala Corrupti Ultra Laptops 9",Laptop,"Sharma, Memon",1530.06 ,1530.06 ,4.00 ,8833,8781,3449,Electronics,Laptops,0,Cloudtail India,TRUE
Sarin-Chatterjee Eum Ultra Smartphones 10,Phone,Sarin-Chatterjee Eum,1529.52 ,1529.52 ,4.10 ,3132,6142,2262,Electronics,Smartphones,0,ElectroWorld,TRUE
Yadav-Setty Harum Pro Laptops 15,Laptop,Yadav-Setty Harum,1524.39 ,625.00 ,3.50 ,6409,5955,2661,Electronics,Laptops,59,FashionPlus,FALSE
"Raman, Dugal and Sahni Eaque Lite Smartphones 7",Phone,"Raman, Dugal",1522.15 ,593.64 ,4.80 ,2091,7746,2859,Electronics,Smartphones,61,Flipkart Assured,TRUE
"Shetty, Parmer and Sarkar Illum Plus Smartphones 11",Phone,"Shetty, Parmer",1520.38 ,912.23 ,4.50 ,1500,3708,1787,Electronics,Smartphones,40,FashionPlus,FALSE
Bhardwaj-Vaidya Quia Ultra Laptops 11,Laptop,Bhardwaj-Vaidya Quia,1518.91 ,1518.91 ,3.30 ,6978,8504,3270,Electronics,Laptops,0,MobileHub,FALSE
"Garg, Bansal and Ramaswamy Ipsa Plus Smartphones 7",Phone,"Garg, Bansal",1516.57 ,1516.57 ,4.50 ,2434,5922,1191,Electronics,Smartphones,0,Cloudtail India,TRUE
Chawla-Parmar Quia Ultra Smartphones 11,Phone,Chawla-Parmar Quia,1515.28 ,772.79 ,3.30 ,9240,7963,653,Electronics,Smartphones,49,HomeCare Solutions,FALSE
"Char, Dugal and Mane Quasi Pro Smartphones 13",Phone,"Char, Dugal",1511.05 ,1511.05 ,3.80 ,8351,4784,431,Electronics,Smartphones,0,HomeCare Solutions,FALSE
"Bansal, Sharaf and Kumar Perferendis Pro Laptops 7",Laptop,"Bansal, Sharaf",1509.66 ,543.48 ,3.60 ,762,7905,437,Electronics,Laptops,64,RetailNet,TRUE
Palan PLC Qui Lite Laptops 7,Laptop,Palan PLC,1499.93 ,1499.93 ,3.50 ,2411,8711,2803,Electronics,Laptops,0,RetailNet,TRUE
Gera and Sons Tempore Pro Smartphones 15,Phone,Gera and,1496.97 ,1496.97 ,3.50 ,9051,1755,510,Electronics,Smartphones,0,RetailNet,FALSE
"Prabhakar, Malhotra and Krish Minima Pro Smartphones 10",Phone,"Prabhakar, Malhotra",1495.95 ,762.93 ,4.40 ,2335,936,142,Electronics,Smartphones,49,FashionPlus,FALSE
Arora Ltd Quia Ultra Laptops 11,Laptop,Arora Ltd,1484.82 ,1484.82 ,4.50 ,7361,1692,258,Electronics,Laptops,0,HomeCare Solutions,TRUE
Viswanathan and Sons Magnam Pro Smartphones 12,Phone,Viswanathan and,1482.86 ,1482.86 ,4.20 ,3136,6273,3036,Electronics,Smartphones,0,RetailNet,TRUE
De-Aggarwal Natus Pro Laptops 12,Laptop,De-Aggarwal Natus,1482.14 ,1482.14 ,4.30 ,4398,9378,945,Electronics,Laptops,0,MobileHub,TRUE
Venkatesh-Bhattacharyya Architecto Lite Smartphones 7,Phone,Venkatesh-Bhattacharyya Architecto,1481.74 ,1481.74 ,3.50 ,3111,2931,938,Electronics,Smartphones,0,ElectroWorld,FALSE
Chander-Brar Modi Pro Laptops 11,Laptop,Chander-Brar Modi,1480.56 ,1480.56 ,4.40 ,9024,8779,1281,Electronics,Laptops,0,MobileHub,FALSE
"Parsa, Saran and Gera Dolor Ultra Smartphones 10",Phone,"Parsa, Saran",1479.38 ,961.60 ,4.80 ,4770,291,109,Electronics,Smartphones,35,ElectroWorld,FALSE
Barad-Gara Nobis Pro Laptops 11,Laptop,Barad-Gara Nobis,1475.73 ,737.87 ,4.00 ,3585,2521,1058,Electronics,Laptops,50,SuperComNet,TRUE
Dara-Patil Ipsum Pro Smartphones 2,Phone,Dara-Patil Ipsum,1473.12 ,1473.12 ,4.60 ,4712,4276,666,Electronics,Smartphones,0,HomeCare Solutions,FALSE
Puri Ltd Qui Ultra Smartphones 7,Phone,Puri Ltd,1470.88 ,1470.88 ,4.60 ,9074,10000,1128,Electronics,Smartphones,0,SuperComNet,TRUE
"Luthra, Viswanathan and Thaman Enim Pro Laptops 12",Laptop,"Luthra, Viswanathan",1467.75 ,1130.17 ,3.50 ,8465,2177,750,Electronics,Laptops,23,HomeCare Solutions,TRUE
Mand Inc Incidunt Pro Smartphones 3,Phone,Mand Inc,1466.64 ,659.99 ,3.90 ,3430,1493,597,Electronics,Smartphones,55,MobileHub,TRUE
"Srinivasan, Dugal and Deo Iste Ultra Laptops 13",Laptop,"Srinivasan, Dugal",1466.30 ,1466.30 ,4.00 ,3478,1514,275,Electronics,Laptops,0,SuperComNet,TRUE
Sekhon-Sastry Consequuntur Ultra Laptops 4,Laptop,Sekhon-Sastry Consequuntur,1457.66 ,1457.66 ,4.90 ,6734,8892,3356,Electronics,Laptops,0,Flipkart Assured,TRUE
Raj LLC Eligendi Plus Laptops 3,Laptop,Raj LLC,1448.60 ,1014.02 ,4.40 ,7245,5203,866,Electronics,Laptops,30,FashionPlus,TRUE
"Narain, Kala and Jani Ad Ultra Smartphones 9",Phone,"Narain, Kala",1446.74 ,925.91 ,4.50 ,7485,6385,102,Electronics,Smartphones,36,SuperComNet,TRUE
Parmer Inc Nisi Lite Laptops 10,Laptop,Parmer Inc,1445.92 ,506.07 ,4.40 ,1787,7064,1915,Electronics,Laptops,65,SuperComNet,FALSE
Kaul-Krishna Cumque Plus Laptops 1,Laptop,Kaul-Krishna Cumque,1441.07 ,576.43 ,4.30 ,123,4449,68,Electronics,Laptops,60,MobileHub,FALSE
"Srinivasan, Sant and Mukherjee Eveniet Lite Laptops 14",Laptop,"Srinivasan, Sant",1434.97 ,1363.22 ,3.70 ,6159,9606,4183,Electronics,Laptops,5,RetailNet,FALSE
Chada LLC Error Pro Laptops 8,Laptop,Chada LLC,1433.22 ,601.95 ,3.10 ,5157,2086,611,Electronics,Laptops,58,Flipkart Assured,TRUE
Nagy-Vig Magni Ultra Smartphones 4,Phone,Nagy-Vig Magni,1432.40 ,816.47 ,4.60 ,8117,9461,3248,Electronics,Smartphones,43,ElectroWorld,FALSE
Kothari LLC Aperiam Lite Smartphones 1,Phone,Kothari LLC,1428.32 ,1428.32 ,3.50 ,7202,6819,1167,Electronics,Smartphones,0,SuperComNet,FALSE
"Wable, Sachdev and Narula Consequuntur Pro Laptops 9",Laptop,"Wable, Sachdev",1427.39 ,1427.39 ,3.40 ,8449,2970,613,Electronics,Laptops,0,MobileHub,TRUE
Kulkarni Ltd Possimus Plus Smartphones 8,Phone,Kulkarni Ltd,1427.28 ,442.46 ,3.60 ,9824,6378,2494,Electronics,Smartphones,69,HomeCare Solutions,TRUE
"Vora, Dewan and Ramakrishnan Animi Pro Smartphones 5",Phone,"Vora, Dewan",1424.22 ,925.74 ,4.40 ,9032,576,163,Electronics,Smartphones,35,RetailNet,TRUE
"Panchal, Bala and Dasgupta Non Pro Laptops 4",Laptop,"Panchal, Bala",1420.88 ,1321.42 ,4.70 ,8433,614,301,Electronics,Laptops,7,Cloudtail India,TRUE
Rajan Ltd Consequatur Plus Laptops 12,Laptop,Rajan Ltd,1418.53 ,1333.42 ,5.00 ,6146,4530,1038,Electronics,Laptops,6,FashionPlus,TRUE
Solanki-Chana Architecto Lite Smartphones 1,Phone,Solanki-Chana Architecto,1411.68 ,1312.86 ,3.40 ,9107,6939,794,Electronics,Smartphones,7,ElectroWorld,FALSE
"Parekh, Rattan and Guha Accusamus Lite Smartphones 1",Phone,"Parekh, Rattan",1410.89 ,649.01 ,5.00 ,5524,1492,530,Electronics,Smartphones,54,Flipkart Assured,TRUE
Deo and Sons Mollitia Plus Laptops 9,Laptop,Deo and,1410.16 ,479.45 ,3.90 ,314,3802,131,Electronics,Laptops,66,HomeCare Solutions,TRUE
"Goyal, Oak and Banerjee Pariatur Pro Smartphones 8",Phone,"Goyal, Oak",1401.59 ,826.94 ,3.40 ,6096,7471,2593,Electronics,Smartphones,41,ElectroWorld,TRUE
Grover-Parmer Quia Ultra Smartphones 6,Phone,Grover-Parmer Quia,1399.46 ,1021.61 ,3.10 ,9474,1406,94,Electronics,Smartphones,27,ElectroWorld,FALSE
Parmar Group Deserunt Ultra Laptops 1,Laptop,Parmar Group,1397.57 ,419.27 ,4.00 ,6352,7417,2828,Electronics,Laptops,70,HomeCare Solutions,TRUE
Hans-Naik Quis Ultra Smartphones 2,Phone,Hans-Naik Quis,1397.25 ,838.35 ,4.50 ,2857,5770,2578,Electronics,Smartphones,40,Flipkart Assured,FALSE
Bose PLC Nesciunt Lite Smartphones 10,Phone,Bose PLC,1378.77 ,1378.77 ,4.60 ,7118,2692,576,Electronics,Smartphones,0,ElectroWorld,FALSE
"Bains, Deol and Kale Nihil Plus Smartphones 7",Phone,"Bains, Deol",1374.71 ,1044.78 ,3.90 ,9947,2666,288,Electronics,Smartphones,24,MobileHub,FALSE
"Dugar, Nigam and Dutt Maxime Lite Smartphones 1",Phone,"Dugar, Nigam",1363.57 ,1363.57 ,3.30 ,4460,2490,84,Electronics,Smartphones,0,Cloudtail India,FALSE
"Iyer, Raj and Mital Ea Ultra Smartphones 12",Phone,"Iyer, Raj",1361.37 ,871.28 ,3.30 ,2549,2312,893,Electronics,Smartphones,36,Flipkart Assured,TRUE
Nagy-Balay Tenetur Pro Smartphones 13,Phone,Nagy-Balay Tenetur,1360.65 ,1360.65 ,4.00 ,967,9703,944,Electronics,Smartphones,0,ElectroWorld,TRUE
"Saraf, Malhotra and Lala Nesciunt Ultra Smartphones 2",Phone,"Saraf, Malhotra",1360.51 ,1088.41 ,3.20 ,1399,5281,1991,Electronics,Smartphones,20,Flipkart Assured,TRUE
Mannan Ltd Ducimus Plus Smartphones 9,Phone,Mannan Ltd,1360.23 ,911.35 ,3.60 ,1725,7455,3002,Electronics,Smartphones,33,Flipkart Assured,TRUE
Rout Ltd Odio Pro Laptops 3,Laptop,Rout Ltd,1356.01 ,759.37 ,4.00 ,8123,4952,94,Electronics,Laptops,44,HomeCare Solutions,FALSE
"Choudhary, Desai and Thaman Beatae Ultra Laptops 6",Laptop,"Choudhary, Desai",1354.39 ,650.11 ,3.50 ,2005,4976,368,Electronics,Laptops,52,RetailNet,TRUE
Oommen Inc Voluptatum Ultra Smartphones 11,Phone,Oommen Inc,1340.46 ,1166.20 ,3.70 ,9553,6905,2068,Electronics,Smartphones,13,Flipkart Assured,FALSE
"Rattan, Kothari and Baral Qui Pro Smartphones 14",Phone,"Rattan, Kothari",1339.31 ,1339.31 ,4.40 ,2375,9797,1353,Electronics,Smartphones,0,RetailNet,TRUE
Swamy PLC Repudiandae Lite Laptops 3,Laptop,Swamy PLC,1338.27 ,1110.76 ,3.10 ,3032,2214,394,Electronics,Laptops,17,Cloudtail India,TRUE
Bali-Raghavan Quis Ultra Smartphones 15,Phone,Bali-Raghavan Quis,1337.52 ,1337.52 ,4.70 ,7636,8125,1894,Electronics,Smartphones,0,Cloudtail India,FALSE
"Sarraf, Parikh and Dhar Voluptatum Plus Smartphones 13",Phone,"Sarraf, Parikh",1336.60 ,1336.60 ,4.70 ,9108,1925,753,Electronics,Smartphones,0,FashionPlus,FALSE
Vohra Inc Adipisci Pro Smartphones 5,Phone,Vohra Inc,1329.97 ,824.58 ,3.70 ,9856,7185,2840,Electronics,Smartphones,38,ElectroWorld,FALSE
Ravi LLC Numquam Ultra Smartphones 7,Phone,Ravi LLC,1316.38 ,789.83 ,3.50 ,2172,8739,1859,Electronics,Smartphones,40,ElectroWorld,TRUE
"Swamy, Chawla and Raghavan Vero Ultra Smartphones 15",Phone,"Swamy, Chawla",1309.94 ,1309.94 ,3.50 ,9630,4966,1516,Electronics,Smartphones,0,Flipkart Assured,FALSE
Sathe-Sodhi Porro Lite Laptops 7,Laptop,Sathe-Sodhi Porro,1302.28 ,1302.28 ,3.30 ,2847,8247,781,Electronics,Laptops,0,SuperComNet,TRUE
Shah-Din Cupiditate Lite Laptops 15,Laptop,Shah-Din Cupiditate,1301.28 ,1301.28 ,3.50 ,7371,7256,465,Electronics,Laptops,0,FashionPlus,FALSE
Sehgal-Kala Error Plus Laptops 5,Laptop,Sehgal-Kala Error,1298.91 ,454.62 ,3.30 ,1100,3394,493,Electronics,Laptops,65,ElectroWorld,FALSE
Butala-Atwal Aut Plus Laptops 7,Laptop,Butala-Atwal Aut,1298.88 ,714.38 ,3.50 ,9266,9078,1676,Electronics,Laptops,45,Flipkart Assured,TRUE
"Patla, Prashad and Dey Voluptas Plus Smartphones 1",Phone,"Patla, Prashad",1290.72 ,722.80 ,4.90 ,6114,3585,330,Electronics,Smartphones,44,ElectroWorld,TRUE
Kulkarni-Mukherjee Quae Pro Smartphones 7,Phone,Kulkarni-Mukherjee Quae,1289.77 ,851.25 ,4.60 ,5074,6615,1949,Electronics,Smartphones,34,HomeCare Solutions,TRUE
"Bhasin, Rattan and Wali Fugiat Ultra Laptops 7",Laptop,"Bhasin, Rattan",1287.23 ,1016.91 ,4.80 ,4528,4089,542,Electronics,Laptops,21,ElectroWorld,TRUE
Yohannan Ltd Expedita Lite Smartphones 5,Phone,Yohannan Ltd,1278.66 ,498.68 ,4.00 ,8917,4638,2211,Electronics,Smartphones,61,Cloudtail India,TRUE
Atwal-Pathak Harum Pro Smartphones 13,Phone,Atwal-Pathak Harum,1275.83 ,382.75 ,3.00 ,3096,6638,1773,Electronics,Smartphones,70,HomeCare Solutions,TRUE
"Sandhu, Ramakrishnan and Handa Atque Ultra Laptops 1",Laptop,"Sandhu, Ramakrishnan",1272.12 ,636.06 ,4.00 ,4900,9732,2542,Electronics,Laptops,50,Cloudtail India,TRUE
"Sood, Kalla and Oommen Ab Ultra Smartphones 2",Phone,"Sood, Kalla",1271.98 ,1271.98 ,4.20 ,4437,3056,1426,Electronics,Smartphones,0,SuperComNet,TRUE
Rattan and Sons Quae Plus Smartphones 14,Phone,Rattan and,1259.49 ,1259.49 ,3.90 ,9839,4604,1374,Electronics,Smartphones,0,SuperComNet,FALSE
Comar-Prasad Corporis Pro Smartphones 12,Phone,Comar-Prasad Corporis,1249.78 ,399.93 ,3.30 ,1760,9815,3797,Electronics,Smartphones,68,Flipkart Assured,TRUE
Tailor-Mital Deserunt Lite Laptops 7,Laptop,Tailor-Mital Deserunt,1249.74 ,1249.74 ,4.10 ,6566,4557,1800,Electronics,Laptops,0,SuperComNet,FALSE
Narayan LLC Optio Ultra Smartphones 14,Phone,Narayan LLC,1248.51 ,1011.29 ,3.40 ,4410,9045,2740,Electronics,Smartphones,19,Flipkart Assured,FALSE
"Pandey, Chauhan and Baral Omnis Pro Smartphones 15",Phone,"Pandey, Chauhan",1240.66 ,496.26 ,3.90 ,3093,3868,1771,Electronics,Smartphones,60,HomeCare Solutions,FALSE
Pau Group Repellendus Ultra Smartphones 4,Phone,Pau Group,1235.91 ,840.42 ,4.10 ,1006,5643,2049,Electronics,Smartphones,32,Cloudtail India,FALSE
Rajagopalan-Maharaj Similique Ultra Smartphones 8,Phone,Rajagopalan-Maharaj Similique,1225.04 ,1053.53 ,4.80 ,3299,8675,1473,Electronics,Smartphones,14,FashionPlus,TRUE
Dhillon Ltd Deserunt Plus Smartphones 6,Phone,Dhillon Ltd,1222.08 ,928.78 ,3.90 ,7659,5515,886,Electronics,Smartphones,24,RetailNet,TRUE
Mander-Sodhi Nemo Lite Smartphones 11,Phone,Mander-Sodhi Nemo,1220.75 ,1220.75 ,4.90 ,1591,1399,134,Electronics,Smartphones,0,Flipkart Assured,TRUE
